id,time,created_at,from_user_name,text,filter_level,possibly_sensitive,withheld_copyright,withheld_scope,truncated,retweet_count,favorite_count,lang,to_user_name,in_reply_to_status_id,quoted_status_id,source,location,lat,lng,from_user_id,from_user_realname,from_user_verified,from_user_description,from_user_url,from_user_profile_image_url,from_user_utcoffset,from_user_timezone,from_user_lang,from_user_tweetcount,from_user_followercount,from_user_friendcount,from_user_favourites_count,from_user_listed,from_user_withheld_scope,from_user_created_at
1322618621290569730,1604171827,"2020-10-31 19:17:07",Carlos13402024,"RT @espaciocharlie: #TCEJuegaLimpio #TCENoHagasTrampa https://t.co/qpkOXoOIZf",low,0,,,,0,0,und,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,1317845268583337984,Carlos,0,"justicia y equidad",,http://pbs.twimg.com/profile_images/1317845602785501184/z6p66Lab_normal.jpg,,,,3,1,13,10,0,,"2020-10-18 15:10:00"
1323748141531832323,1604441125,"2020-11-03 22:05:25",TeresaAcebo,"RT @alexagacebo: #TCENoHagasTrampa | Es primordial que la Función Electoral garantice los derechos de participación política de toda… https://t.co/H0lhq6jNdd",low,,,,,0,0,es,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,922465167321034752,"Teresa Acebo",0,"Defender la Década Ganada #NiUnPerseguidoMas",,http://pbs.twimg.com/profile_images/1120507838764343297/40v96b3c_normal.jpg,,,,12129,90,67,8271,0,,"2017-10-23 14:10:09"
1329408092078022657,1605790563,"2020-11-19 12:56:03",CRISARM1,#TCEnoHagasTrampa,low,,,,,0,0,und,,,1329406139398754305,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ecuador,,,900167220143194112,"Cristo Garc. 🇪🇨",0,antiFLORINDO,,http://pbs.twimg.com/profile_images/1060713554276429824/_pl-Qdx6_normal.jpg,,,,131267,779,1243,71940,0,,"2017-08-23 01:26:04"
1329408859220439041,1605790745,"2020-11-19 12:59:05",CRISARM1,"@TCE_Ecuador #TCENoHagasTrampa",low,,,,,0,0,und,TCE_Ecuador,,1329405455249108994,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ecuador,,,900167220143194112,"Cristo Garc. 🇪🇨",0,antiFLORINDO,,http://pbs.twimg.com/profile_images/1060713554276429824/_pl-Qdx6_normal.jpg,,,,131271,779,1243,71945,0,,"2017-08-23 01:26:04"
1329408977914957824,1605790774,"2020-11-19 12:59:34",gonzalovillamil,"RT @CRISARM1: @TCE_Ecuador #TCENoHagasTrampa",low,,,,,0,0,und,,,1329405455249108994,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bahía de Caráquez - Ecuador",,,263843022,"Gonzalo Villamil",0,"Si eres neutral en situaciones de injusticia, has elegido el lado del opresor.  Desmond Tutu.",https://www.facebook.com/gonzalo.villamil/,http://pbs.twimg.com/profile_images/1292396695028981761/6ILEm1qa_normal.jpg,,,,13037,883,2313,27275,0,,"2011-03-10 21:10:41"
1329569103548452864,1605828951,"2020-11-19 23:35:51",CRISARM1,#TCENoHagasTrampa,low,,,,,0,0,und,,,1329410309635846144,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ecuador,,,900167220143194112,"Cristo Garc. 🇪🇨",0,antiFLORINDO,,http://pbs.twimg.com/profile_images/1060713554276429824/_pl-Qdx6_normal.jpg,,,,131282,781,1244,71948,0,,"2017-08-23 01:26:04"
1330231603713478660,1605986903,"2020-11-21 19:28:23",RoxanaRolandoRC,"RT @Alfredo_Arbito: #TCENoHagasTrampa A Respetar la Voluntad del Pueblo. A no jugar con Fuego Nadie se Cansara de Protestar por el Resp… https://t.co/rUUl0QziBk",low,,,,,0,0,es,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GUAYAQUILBARRIO GARAY URDANETA",,,3762941183,"😉❣️⚡️Roxana ✨Rolando",0,"Abogada- MilitanteRC. soy Humanista Animalista Progresista.Mi Lema: LA UNIDAD SERÁ ARMA LETAL PARA LOGRAR GRANDES VICTORIAS.",,http://pbs.twimg.com/profile_images/1325116489335238656/d2sMAiBL_normal.jpg,,,,14190,196,135,13669,1,,"2015-09-24 18:46:04"
1332020541788741641,1606413419,"2020-11-26 17:56:59",OnateSailema,"#NoAlGolpeElectoral 🇪🇨  #TCENoHagasTrampa",low,,,,,0,0,und,,,1332018353456750594,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,1248599624262324224,"Sandra Oñate Sailema",0,"@SandraOnateS Profesional de la salud, Mediador intercultural, mujer luchadora apasionada con el servicio social y la justicia. Secretaria@CRC-Roma.",,http://pbs.twimg.com/profile_images/1248608465271918593/ggPUplKT_normal.jpg,,,,394,18,53,614,0,,"2020-04-10 13:17:11"
1332055048336109570,1606421646,"2020-11-26 20:14:06",MigrantesRcRoma,#TCENoHagasTrampa,low,,,,,0,0,und,,,1332018353456750594,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Roma,,,1251616465905758209,"Migrantes Por La Revolución Ciudadana- Roma",0,"EcuatorianosEnRoma haciendo Patria lejos de la Patria, rechazamos las políticas nefastas criminales ejecutadas por el peor gobierno de la historia del Ecuador✊",,http://pbs.twimg.com/profile_images/1316846268652675072/TXeurGer_normal.jpg,,,,489,73,126,993,0,,"2020-04-18 21:00:18"
1332692917492871168,1606573726,"2020-11-28 14:28:46",OrtizFerrn,"RT @GustavoMateusA: Facebook censura nuevamente 🚫 Hoy todos somos @ecuarauz Lista 1☝️,  @MashiRafael  Es lista 1  #TCENoHagasTrampa… https://t.co/n6mdUX4Qta",low,,,,,0,0,es,,,1317894257571749890,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,548736869,"Glenda Ortiz Ferrín",0,"Mi nombre es Glenda María Ortiz Nací y vivo en Chone. Soy docente y Lic. en Enfermería.",,http://pbs.twimg.com/profile_images/1261821299640459264/gvbcrTrk_normal.jpg,,,,43718,212,177,64938,0,,"2012-04-08 21:43:38"
